id,text,sentiment
2255,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
2256,"It was okay, nothing too special about the experience.",Neutral
2257,It was worth every penny for such an incredible dining experience.,Positive
2258,It’s just a typical place to grab a bite—nothing memorable.,Neutral
2259,"The portions were generous, and the flavors were rich and satisfying.",Positive
2260,It was worth every penny for such an incredible dining experience.,Positive
2261,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
2262,The staff ignored us for most of the evening.,Negative
2263,The staff ignored us for most of the evening.,Negative
2264,"The decor was fine, but nothing extraordinary.",Neutral
2265,"The decor was fine, but nothing extraordinary.",Neutral
2266,The food was absolutely delicious and the service was excellent.,Positive
2267,"The pasta was bland, and the portion sizes were disappointingly small.",Negative
2268,"The restaurant was dirty, and the tableware was not clean.",Negative
2269,The waitstaff was incredibly friendly and accommodating.,Positive
2270,"The pasta was bland, and the portion sizes were disappointingly small.",Negative
2271,The food was absolutely delicious and the service was excellent.,Positive
2272,"The pasta was bland, and the portion sizes were disappointingly small.",Negative
2273,The waitstaff was incredibly friendly and accommodating.,Positive
2274,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
2275,"The drinks were amazing, and the presentation was beautiful.",Positive
2276,"The ambiance was too noisy, and it ruined the meal.",Negative
2277,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
2278,The food was absolutely delicious and the service was excellent.,Positive
2279,"The chairs were uncomfortable, but the drinks were reasonably good.",Neutral
2280,The overall experience was mediocre at best.,Neutral
2281,Completely overpriced for the quality of food served.,Negative
2282,"The decor was fine, but nothing extraordinary.",Neutral
2283,"The service was unacceptable, and I wouldn't recommend this place.",Negative
2284,"Food was served quickly, but the taste was just alright.",Neutral
2285,It’s just a typical place to grab a bite—nothing memorable.,Neutral
2286,"The drinks were amazing, and the presentation was beautiful.",Positive
2287,Everything from the appetizers to the main course was perfect!,Positive
2288,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
2289,The food was absolutely delicious and the service was excellent.,Positive
2290,Completely overpriced for the quality of food served.,Negative
2291,A fantastic experience overall! Highly recommend trying the steak.,Positive
2292,"It was okay, nothing too special about the experience.",Neutral
2293,"The chairs were uncomfortable, but the drinks were reasonably good.",Neutral
2294,"The ambiance was too noisy, and it ruined the meal.",Negative
2295,"The portions were generous, and the flavors were rich and satisfying.",Positive
2296,A fantastic experience overall! Highly recommend trying the steak.,Positive
2297,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
2298,A fantastic experience overall! Highly recommend trying the steak.,Positive
2299,"Food was served quickly, but the taste was just alright.",Neutral
2300,The meal was average; I've had better at cheaper places.,Neutral
2301,"The food was inedible, and I felt sick afterward.",Negative
2302,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
2303,The food was absolutely delicious and the service was excellent.,Positive
2304,"The decor was fine, but nothing extraordinary.",Neutral
2305,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
2306,Completely overpriced for the quality of food served.,Negative
2307,"Prices were reasonable, but the quality was lacking.",Neutral
2308,"The service was unacceptable, and I wouldn't recommend this place.",Negative
2309,The meal was average; I've had better at cheaper places.,Neutral
2310,"The ambiance was too noisy, and it ruined the meal.",Negative
2311,I really enjoyed the dessert; it was the highlight of the evening.,Positive
2312,A fantastic experience overall! Highly recommend trying the steak.,Positive
2313,It’s just a typical place to grab a bite—nothing memorable.,Neutral
2314,"The pasta was bland, and the portion sizes were disappointingly small.",Negative
2315,The overall experience was mediocre at best.,Neutral
2316,The waitstaff was incredibly friendly and accommodating.,Positive
2317,The staff ignored us for most of the evening.,Negative
2318,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
2319,The live music added a lovely touch to the meal.,Positive
2320,It’s just a typical place to grab a bite—nothing memorable.,Neutral
2321,I left the restaurant hungry because the portions were too small.,Negative
2322,It’s just a typical place to grab a bite—nothing memorable.,Neutral
2323,The food was absolutely delicious and the service was excellent.,Positive
2324,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
2325,"The portions were generous, and the flavors were rich and satisfying.",Positive
2326,I left the restaurant hungry because the portions were too small.,Negative
2327,A fantastic experience overall! Highly recommend trying the steak.,Positive
2328,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
2329,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
2330,It’s just a typical place to grab a bite—nothing memorable.,Neutral
2331,"The chairs were uncomfortable, but the drinks were reasonably good.",Neutral
2332,"Food was served quickly, but the taste was just alright.",Neutral
2333,A fantastic experience overall! Highly recommend trying the steak.,Positive
2334,The food was absolutely delicious and the service was excellent.,Positive
2335,"Service was neither bad nor great, just average.",Neutral
2336,"The restaurant was dirty, and the tableware was not clean.",Negative
2337,The meal was average; I've had better at cheaper places.,Neutral
2338,The food was absolutely delicious and the service was excellent.,Positive
2339,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
2340,"The service was unacceptable, and I wouldn't recommend this place.",Negative
2341,"Service was neither bad nor great, just average.",Neutral
2342,"Prices were reasonable, but the quality was lacking.",Neutral
2343,The meal was average; I've had better at cheaper places.,Neutral
2344,"Service was neither bad nor great, just average.",Neutral
2345,A fantastic experience overall! Highly recommend trying the steak.,Positive
2346,"The decor was fine, but nothing extraordinary.",Neutral
2347,"The chairs were uncomfortable, but the drinks were reasonably good.",Neutral
2348,"Food was served quickly, but the taste was just alright.",Neutral
2349,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
2350,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
2351,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
2352,A fantastic experience overall! Highly recommend trying the steak.,Positive
2353,"Prices were reasonable, but the quality was lacking.",Neutral
2354,"Prices were reasonable, but the quality was lacking.",Neutral
2355,I left the restaurant hungry because the portions were too small.,Negative
2356,"The portions were generous, and the flavors were rich and satisfying.",Positive
2357,"Service was neither bad nor great, just average.",Neutral
2358,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
2359,"The service was unacceptable, and I wouldn't recommend this place.",Negative
2360,"Food was served quickly, but the taste was just alright.",Neutral
2361,"The drinks were amazing, and the presentation was beautiful.",Positive
2362,"It was okay, nothing too special about the experience.",Neutral
2363,I really enjoyed the dessert; it was the highlight of the evening.,Positive
2364,"The restaurant was dirty, and the tableware was not clean.",Negative
2365,The live music added a lovely touch to the meal.,Positive
2366,"The ambiance was too noisy, and it ruined the meal.",Negative
2367,"The ambiance was too noisy, and it ruined the meal.",Negative
2368,The waitstaff was incredibly friendly and accommodating.,Positive
2369,Completely overpriced for the quality of food served.,Negative
2370,"The ambiance was too noisy, and it ruined the meal.",Negative
2371,"The drinks were amazing, and the presentation was beautiful.",Positive
2372,"The pasta was bland, and the portion sizes were disappointingly small.",Negative
2373,"Service was neither bad nor great, just average.",Neutral
2374,The staff ignored us for most of the evening.,Negative
2375,The live music added a lovely touch to the meal.,Positive
2376,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
2377,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
2378,I left the restaurant hungry because the portions were too small.,Negative
2379,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
2380,It was worth every penny for such an incredible dining experience.,Positive
2381,It’s just a typical place to grab a bite—nothing memorable.,Neutral
2382,"The chairs were uncomfortable, but the drinks were reasonably good.",Neutral
2383,The live music added a lovely touch to the meal.,Positive
2384,The live music added a lovely touch to the meal.,Positive
2385,The staff ignored us for most of the evening.,Negative
2386,It’s just a typical place to grab a bite—nothing memorable.,Neutral
2387,It was worth every penny for such an incredible dining experience.,Positive
2388,"Prices were reasonable, but the quality was lacking.",Neutral
2389,The meal was average; I've had better at cheaper places.,Neutral
2390,"Food was served quickly, but the taste was just alright.",Neutral
2391,The meal was average; I've had better at cheaper places.,Neutral
2392,"It was okay, nothing too special about the experience.",Neutral
2393,"The drinks were amazing, and the presentation was beautiful.",Positive
2394,"It was okay, nothing too special about the experience.",Neutral
2395,Completely overpriced for the quality of food served.,Negative
2396,A fantastic experience overall! Highly recommend trying the steak.,Positive
2397,"The ambiance was too noisy, and it ruined the meal.",Negative
2398,"The food was inedible, and I felt sick afterward.",Negative
2399,Completely overpriced for the quality of food served.,Negative
2400,It was worth every penny for such an incredible dining experience.,Positive
2401,"Service was neither bad nor great, just average.",Neutral
2402,Everything from the appetizers to the main course was perfect!,Positive
2403,"Service was neither bad nor great, just average.",Neutral
2404,"The ambiance was too noisy, and it ruined the meal.",Negative
2405,I left the restaurant hungry because the portions were too small.,Negative
2406,"The restaurant was dirty, and the tableware was not clean.",Negative
2407,I left the restaurant hungry because the portions were too small.,Negative
2408,A fantastic experience overall! Highly recommend trying the steak.,Positive
2409,"The pasta was bland, and the portion sizes were disappointingly small.",Negative
2410,The waitstaff was incredibly friendly and accommodating.,Positive
2411,"The chairs were uncomfortable, but the drinks were reasonably good.",Neutral
2412,Completely overpriced for the quality of food served.,Negative
2413,The meal was average; I've had better at cheaper places.,Neutral
2414,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
2415,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
2416,The staff ignored us for most of the evening.,Negative
2417,I really enjoyed the dessert; it was the highlight of the evening.,Positive
2418,"The pasta was bland, and the portion sizes were disappointingly small.",Negative
2419,A fantastic experience overall! Highly recommend trying the steak.,Positive
2420,It’s just a typical place to grab a bite—nothing memorable.,Neutral
2421,It’s just a typical place to grab a bite—nothing memorable.,Neutral
2422,"The restaurant was dirty, and the tableware was not clean.",Negative
2423,"The drinks were amazing, and the presentation was beautiful.",Positive
2424,"The portions were generous, and the flavors were rich and satisfying.",Positive
2425,It was worth every penny for such an incredible dining experience.,Positive
2426,"Prices were reasonable, but the quality was lacking.",Neutral
2427,"The service was unacceptable, and I wouldn't recommend this place.",Negative
2428,"It was okay, nothing too special about the experience.",Neutral
2429,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
2430,The staff ignored us for most of the evening.,Negative
2431,I left the restaurant hungry because the portions were too small.,Negative
2432,"The service was unacceptable, and I wouldn't recommend this place.",Negative
2433,"The ambiance was too noisy, and it ruined the meal.",Negative
2434,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
2435,"The drinks were amazing, and the presentation was beautiful.",Positive
2436,"The ambiance was too noisy, and it ruined the meal.",Negative
2437,"The restaurant was dirty, and the tableware was not clean.",Negative
2438,The staff ignored us for most of the evening.,Negative
2439,"Prices were reasonable, but the quality was lacking.",Neutral
2440,"The pasta was bland, and the portion sizes were disappointingly small.",Negative
2441,"The decor was fine, but nothing extraordinary.",Neutral
2442,"The chairs were uncomfortable, but the drinks were reasonably good.",Neutral
2443,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
2444,"The drinks were amazing, and the presentation was beautiful.",Positive
2445,Completely overpriced for the quality of food served.,Negative
2446,The overall experience was mediocre at best.,Neutral
2447,The overall experience was mediocre at best.,Neutral
2448,"The pasta was bland, and the portion sizes were disappointingly small.",Negative
2449,Everything from the appetizers to the main course was perfect!,Positive
2450,"The food was inedible, and I felt sick afterward.",Negative
2451,"The restaurant was dirty, and the tableware was not clean.",Negative
2452,"The service was unacceptable, and I wouldn't recommend this place.",Negative
2453,"The service was unacceptable, and I wouldn't recommend this place.",Negative
2454,Completely overpriced for the quality of food served.,Negative
2455,"The restaurant was dirty, and the tableware was not clean.",Negative
2456,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
2457,The overall experience was mediocre at best.,Neutral
2458,"Prices were reasonable, but the quality was lacking.",Neutral
2459,The staff ignored us for most of the evening.,Negative
2460,Completely overpriced for the quality of food served.,Negative
2461,"The decor was fine, but nothing extraordinary.",Neutral
2462,The live music added a lovely touch to the meal.,Positive
2463,The food was absolutely delicious and the service was excellent.,Positive
2464,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
2465,The food was absolutely delicious and the service was excellent.,Positive
2466,I really enjoyed the dessert; it was the highlight of the evening.,Positive
2467,I really enjoyed the dessert; it was the highlight of the evening.,Positive
2468,"The food was inedible, and I felt sick afterward.",Negative
2469,The food was absolutely delicious and the service was excellent.,Positive
2470,"The food was inedible, and I felt sick afterward.",Negative
2471,The live music added a lovely touch to the meal.,Positive
2472,The waitstaff was incredibly friendly and accommodating.,Positive
2473,The meal was average; I've had better at cheaper places.,Neutral
2474,Completely overpriced for the quality of food served.,Negative
2475,The live music added a lovely touch to the meal.,Positive
2476,It’s just a typical place to grab a bite—nothing memorable.,Neutral
2477,"The food was inedible, and I felt sick afterward.",Negative
2478,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
2479,"The decor was fine, but nothing extraordinary.",Neutral
2480,"Service was neither bad nor great, just average.",Neutral
2481,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
2482,I really enjoyed the dessert; it was the highlight of the evening.,Positive
2483,"The portions were generous, and the flavors were rich and satisfying.",Positive
2484,It’s just a typical place to grab a bite—nothing memorable.,Neutral
2485,"The restaurant was dirty, and the tableware was not clean.",Negative
2486,Completely overpriced for the quality of food served.,Negative
2487,"The ambiance was too noisy, and it ruined the meal.",Negative
2488,Everything from the appetizers to the main course was perfect!,Positive
2489,"Food was served quickly, but the taste was just alright.",Neutral
2490,A fantastic experience overall! Highly recommend trying the steak.,Positive
2491,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
2492,Completely overpriced for the quality of food served.,Negative
2493,"The drinks were amazing, and the presentation was beautiful.",Positive
2494,"The drinks were amazing, and the presentation was beautiful.",Positive
2495,The overall experience was mediocre at best.,Neutral
2496,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
2497,"The portions were generous, and the flavors were rich and satisfying.",Positive
2498,"It was okay, nothing too special about the experience.",Neutral
2499,"Food was served quickly, but the taste was just alright.",Neutral
2500,"The service was unacceptable, and I wouldn't recommend this place.",Negative
2501,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
2502,"Prices were reasonable, but the quality was lacking.",Neutral
2503,"The portions were generous, and the flavors were rich and satisfying.",Positive
2504,"The food was inedible, and I felt sick afterward.",Negative
2505,"Prices were reasonable, but the quality was lacking.",Neutral
2506,"The restaurant was dirty, and the tableware was not clean.",Negative
2507,The waitstaff was incredibly friendly and accommodating.,Positive
2508,"The pasta was bland, and the portion sizes were disappointingly small.",Negative
2509,The live music added a lovely touch to the meal.,Positive
2510,The live music added a lovely touch to the meal.,Positive
2511,"The drinks were amazing, and the presentation was beautiful.",Positive
2512,Completely overpriced for the quality of food served.,Negative
2513,The meal was average; I've had better at cheaper places.,Neutral
2514,It’s just a typical place to grab a bite—nothing memorable.,Neutral
2515,The waitstaff was incredibly friendly and accommodating.,Positive
2516,"Service was neither bad nor great, just average.",Neutral
2517,It’s just a typical place to grab a bite—nothing memorable.,Neutral
2518,Completely overpriced for the quality of food served.,Negative
2519,The overall experience was mediocre at best.,Neutral
2520,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
2521,The waitstaff was incredibly friendly and accommodating.,Positive
2522,It’s just a typical place to grab a bite—nothing memorable.,Neutral
2523,"The ambiance was too noisy, and it ruined the meal.",Negative
2524,"The pasta was bland, and the portion sizes were disappointingly small.",Negative
2525,The waitstaff was incredibly friendly and accommodating.,Positive
2526,The meal was average; I've had better at cheaper places.,Neutral
2527,"The chairs were uncomfortable, but the drinks were reasonably good.",Neutral
2528,"The food was inedible, and I felt sick afterward.",Negative
2529,The live music added a lovely touch to the meal.,Positive
2530,The overall experience was mediocre at best.,Neutral
2531,I left the restaurant hungry because the portions were too small.,Negative
2532,"It was okay, nothing too special about the experience.",Neutral
2533,It’s just a typical place to grab a bite—nothing memorable.,Neutral
2534,The overall experience was mediocre at best.,Neutral
2535,A fantastic experience overall! Highly recommend trying the steak.,Positive
2536,The live music added a lovely touch to the meal.,Positive
2537,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
2538,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
2539,Everything from the appetizers to the main course was perfect!,Positive
2540,The staff ignored us for most of the evening.,Negative
2541,Everything from the appetizers to the main course was perfect!,Positive
2542,The staff ignored us for most of the evening.,Negative
2543,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
2544,"The service was unacceptable, and I wouldn't recommend this place.",Negative
2545,It was worth every penny for such an incredible dining experience.,Positive
2546,"The restaurant was dirty, and the tableware was not clean.",Negative
2547,A fantastic experience overall! Highly recommend trying the steak.,Positive
2548,The food was absolutely delicious and the service was excellent.,Positive
2549,I really enjoyed the dessert; it was the highlight of the evening.,Positive
2550,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
2551,"The pasta was bland, and the portion sizes were disappointingly small.",Negative
2552,"The decor was fine, but nothing extraordinary.",Neutral
2553,"Food was served quickly, but the taste was just alright.",Neutral
2554,The staff ignored us for most of the evening.,Negative
2555,"Service was neither bad nor great, just average.",Neutral
2556,"The drinks were amazing, and the presentation was beautiful.",Positive
2557,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
2558,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
2559,"The ambiance was too noisy, and it ruined the meal.",Negative
2560,"The portions were generous, and the flavors were rich and satisfying.",Positive
2561,A fantastic experience overall! Highly recommend trying the steak.,Positive
2562,The overall experience was mediocre at best.,Neutral
2563,I really enjoyed the dessert; it was the highlight of the evening.,Positive
2564,"The food was inedible, and I felt sick afterward.",Negative
2565,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
2566,"Food was served quickly, but the taste was just alright.",Neutral
2567,"The decor was fine, but nothing extraordinary.",Neutral
2568,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
2569,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
2570,"The pasta was bland, and the portion sizes were disappointingly small.",Negative
2571,"The drinks were amazing, and the presentation was beautiful.",Positive
2572,"The food was inedible, and I felt sick afterward.",Negative
2573,"The service was unacceptable, and I wouldn't recommend this place.",Negative
2574,"Service was neither bad nor great, just average.",Neutral
2575,The live music added a lovely touch to the meal.,Positive
2576,"The service was unacceptable, and I wouldn't recommend this place.",Negative
2577,The food was absolutely delicious and the service was excellent.,Positive
2578,"The portions were generous, and the flavors were rich and satisfying.",Positive
2579,The staff ignored us for most of the evening.,Negative
2580,Completely overpriced for the quality of food served.,Negative
2581,I really enjoyed the dessert; it was the highlight of the evening.,Positive
2582,The waitstaff was incredibly friendly and accommodating.,Positive
2583,"The drinks were amazing, and the presentation was beautiful.",Positive
2584,Completely overpriced for the quality of food served.,Negative
2585,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
2586,Everything from the appetizers to the main course was perfect!,Positive
2587,"The food was inedible, and I felt sick afterward.",Negative
2588,A fantastic experience overall! Highly recommend trying the steak.,Positive
2589,"The portions were generous, and the flavors were rich and satisfying.",Positive
2590,The live music added a lovely touch to the meal.,Positive
2591,The overall experience was mediocre at best.,Neutral
2592,I really enjoyed the dessert; it was the highlight of the evening.,Positive
2593,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
2594,The meal was average; I've had better at cheaper places.,Neutral
2595,"The portions were generous, and the flavors were rich and satisfying.",Positive
2596,"Service was neither bad nor great, just average.",Neutral
2597,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
2598,"The pasta was bland, and the portion sizes were disappointingly small.",Negative
2599,I really enjoyed the dessert; it was the highlight of the evening.,Positive
2600,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
2601,The waitstaff was incredibly friendly and accommodating.,Positive
2602,"Food was served quickly, but the taste was just alright.",Neutral
2603,"Prices were reasonable, but the quality was lacking.",Neutral
2604,"The food was inedible, and I felt sick afterward.",Negative
2605,"The ambiance was too noisy, and it ruined the meal.",Negative
2606,"The portions were generous, and the flavors were rich and satisfying.",Positive
2607,"The restaurant was dirty, and the tableware was not clean.",Negative
2608,"The decor was fine, but nothing extraordinary.",Neutral
2609,The food was absolutely delicious and the service was excellent.,Positive
2610,It’s just a typical place to grab a bite—nothing memorable.,Neutral
2611,"The drinks were amazing, and the presentation was beautiful.",Positive
2612,"Service was neither bad nor great, just average.",Neutral
2613,The waitstaff was incredibly friendly and accommodating.,Positive
2614,"Food was served quickly, but the taste was just alright.",Neutral
2615,"Service was neither bad nor great, just average.",Neutral
2616,"Food was served quickly, but the taste was just alright.",Neutral
2617,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
2618,"The portions were generous, and the flavors were rich and satisfying.",Positive
2619,I really enjoyed the dessert; it was the highlight of the evening.,Positive
2620,The live music added a lovely touch to the meal.,Positive
2621,I really enjoyed the dessert; it was the highlight of the evening.,Positive
2622,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
2623,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
2624,The live music added a lovely touch to the meal.,Positive
2625,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
2626,"The ambiance was too noisy, and it ruined the meal.",Negative
2627,"Prices were reasonable, but the quality was lacking.",Neutral
2628,The food was absolutely delicious and the service was excellent.,Positive
2629,"The food was inedible, and I felt sick afterward.",Negative
2630,Completely overpriced for the quality of food served.,Negative
2631,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
2632,"The decor was fine, but nothing extraordinary.",Neutral
2633,"The portions were generous, and the flavors were rich and satisfying.",Positive
2634,"The food was inedible, and I felt sick afterward.",Negative
2635,It was worth every penny for such an incredible dining experience.,Positive
2636,Completely overpriced for the quality of food served.,Negative
2637,"The drinks were amazing, and the presentation was beautiful.",Positive
2638,The overall experience was mediocre at best.,Neutral
2639,Everything from the appetizers to the main course was perfect!,Positive
2640,"The service was unacceptable, and I wouldn't recommend this place.",Negative
2641,"The service was unacceptable, and I wouldn't recommend this place.",Negative
2642,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
2643,"The portions were generous, and the flavors were rich and satisfying.",Positive
2644,"The service was unacceptable, and I wouldn't recommend this place.",Negative
2645,I left the restaurant hungry because the portions were too small.,Negative
2646,"It was okay, nothing too special about the experience.",Neutral
2647,It was worth every penny for such an incredible dining experience.,Positive
2648,A fantastic experience overall! Highly recommend trying the steak.,Positive
2649,"Service was neither bad nor great, just average.",Neutral
2650,The food was absolutely delicious and the service was excellent.,Positive
2651,"The pasta was bland, and the portion sizes were disappointingly small.",Negative
2652,"The restaurant was dirty, and the tableware was not clean.",Negative
2653,"Food was served quickly, but the taste was just alright.",Neutral
2654,"It was okay, nothing too special about the experience.",Neutral
2655,The waitstaff was incredibly friendly and accommodating.,Positive
2656,The live music added a lovely touch to the meal.,Positive
2657,"The food was inedible, and I felt sick afterward.",Negative
2658,"The food was inedible, and I felt sick afterward.",Negative
2659,Completely overpriced for the quality of food served.,Negative
2660,"The service was unacceptable, and I wouldn't recommend this place.",Negative
2661,"The decor was fine, but nothing extraordinary.",Neutral
2662,"Prices were reasonable, but the quality was lacking.",Neutral
2663,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
2664,"The food was inedible, and I felt sick afterward.",Negative
2665,It’s just a typical place to grab a bite—nothing memorable.,Neutral
2666,The staff ignored us for most of the evening.,Negative
2667,"Service was neither bad nor great, just average.",Neutral
2668,"Food was served quickly, but the taste was just alright.",Neutral
2669,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
2670,"The service was unacceptable, and I wouldn't recommend this place.",Negative
2671,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
2672,A fantastic experience overall! Highly recommend trying the steak.,Positive
2673,"The food was inedible, and I felt sick afterward.",Negative
2674,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
2675,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
2676,"Prices were reasonable, but the quality was lacking.",Neutral
2677,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
2678,"The pasta was bland, and the portion sizes were disappointingly small.",Negative
2679,"Service was neither bad nor great, just average.",Neutral
2680,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
2681,"Food was served quickly, but the taste was just alright.",Neutral
2682,It’s just a typical place to grab a bite—nothing memorable.,Neutral
2683,"The service was unacceptable, and I wouldn't recommend this place.",Negative
2684,The staff ignored us for most of the evening.,Negative
2685,Everything from the appetizers to the main course was perfect!,Positive
2686,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
2687,"The ambiance was too noisy, and it ruined the meal.",Negative
2688,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
2689,Completely overpriced for the quality of food served.,Negative
2690,"The portions were generous, and the flavors were rich and satisfying.",Positive
2691,The food was absolutely delicious and the service was excellent.,Positive
2692,I really enjoyed the dessert; it was the highlight of the evening.,Positive
2693,The live music added a lovely touch to the meal.,Positive
2694,"Prices were reasonable, but the quality was lacking.",Neutral
2695,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
2696,"The food was inedible, and I felt sick afterward.",Negative
2697,Everything from the appetizers to the main course was perfect!,Positive
2698,"Prices were reasonable, but the quality was lacking.",Neutral
2699,"Food was served quickly, but the taste was just alright.",Neutral
2700,Everything from the appetizers to the main course was perfect!,Positive
2701,"Prices were reasonable, but the quality was lacking.",Neutral
2702,"The portions were generous, and the flavors were rich and satisfying.",Positive
2703,"The portions were generous, and the flavors were rich and satisfying.",Positive
2704,Completely overpriced for the quality of food served.,Negative
2705,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
2706,"The restaurant was dirty, and the tableware was not clean.",Negative
2707,"Prices were reasonable, but the quality was lacking.",Neutral
2708,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
2709,"The drinks were amazing, and the presentation was beautiful.",Positive
2710,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
2711,The food was absolutely delicious and the service was excellent.,Positive
2712,The live music added a lovely touch to the meal.,Positive
2713,The staff ignored us for most of the evening.,Negative
2714,"The portions were generous, and the flavors were rich and satisfying.",Positive
2715,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
2716,"Prices were reasonable, but the quality was lacking.",Neutral
2717,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
2718,Completely overpriced for the quality of food served.,Negative
2719,A fantastic experience overall! Highly recommend trying the steak.,Positive
2720,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
2721,Completely overpriced for the quality of food served.,Negative
2722,"The drinks were amazing, and the presentation was beautiful.",Positive
2723,The staff ignored us for most of the evening.,Negative
2724,"It was okay, nothing too special about the experience.",Neutral
2725,Completely overpriced for the quality of food served.,Negative
2726,It’s just a typical place to grab a bite—nothing memorable.,Neutral
2727,"The decor was fine, but nothing extraordinary.",Neutral
2728,"Prices were reasonable, but the quality was lacking.",Neutral
2729,"The ambiance was too noisy, and it ruined the meal.",Negative
2730,"The drinks were amazing, and the presentation was beautiful.",Positive
2731,I really enjoyed the dessert; it was the highlight of the evening.,Positive
2732,It’s just a typical place to grab a bite—nothing memorable.,Neutral
2733,I really enjoyed the dessert; it was the highlight of the evening.,Positive
2734,Completely overpriced for the quality of food served.,Negative
2735,"The chairs were uncomfortable, but the drinks were reasonably good.",Neutral
2736,The food was absolutely delicious and the service was excellent.,Positive
2737,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
2738,Completely overpriced for the quality of food served.,Negative
2739,The live music added a lovely touch to the meal.,Positive
2740,"The drinks were amazing, and the presentation was beautiful.",Positive
2741,"The pasta was bland, and the portion sizes were disappointingly small.",Negative
2742,"The restaurant was dirty, and the tableware was not clean.",Negative
2743,"Service was neither bad nor great, just average.",Neutral
2744,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
2745,"Prices were reasonable, but the quality was lacking.",Neutral
2746,"The chairs were uncomfortable, but the drinks were reasonably good.",Neutral
2747,The staff ignored us for most of the evening.,Negative
2748,"The restaurant was dirty, and the tableware was not clean.",Negative
2749,"The food was inedible, and I felt sick afterward.",Negative
2750,The staff ignored us for most of the evening.,Negative
